"","Scenario","Payload"
"761","Drone‐borne hyperspectral, multispectral, RGB, and LiDAR sensors were applied to map plant species and plant functional types in a diverse grassland, comparing classification accuracies of different sensor combinations and phenometrics‐enabled fusions.","Multispectral"
"762","UAV-mounted multispectral camera was used to capture high-resolution imagery to estimate rice crop damage via NDVI and to calibrate Sentinel-2 data for large-scale damage quantification.","Multispectral"
"763","Use of UAV-based true-colour and false-colour imagery to generate high-resolution normalized digital surface models (nDSMs) for extracting temporal height profiles of grassland and herbaceous floodplain vegetation and assessing their relation to NDVI changes.","Multispectral"
"764","Unoccupied aerial vehicles equipped with multispectral cameras were used to map intertidal reefs and quantify seaweed biomass (Fucus spp.) via UAV multispectral imagery and the SWUAV_BIO QGIS plugin.","Multispectral"
"765","Affordable unmanned aerial systems (drones) were used with standard (RGB) and multispectral imagery to identify and map problematic levels of mangrove canopy cover for optimizing mosquito larviciding treatments.","Multispectral"
"766","UAV-mounted high-resolution multispectral imaging was used to monitor spectral reflectance signatures and map vegetation cover, distribution, and classes of Antarctic terrestrial vegetation on James Ross Island.","Multispectral"
"767","Use of UAS-based ultra-high resolution 5-band multispectral aerial imagery to classify tree species and detect healthy, unhealthy, and dead trees caused by bark beetle infestation.","Multispectral"
"768","A UAS-mounted 5-band multispectral sensor was used to collect aerial imagery to classify and distinguish 11 wetland plant species based on optimal multispectral bands determined from preliminary hyperspectral analysis.","Multispectral"
"769","Using a UAV (drone) equipped with multispectral sensors to acquire remote sensing images for semantic segmentation and deep learning classification of economic fruit forests to accurately map their distribution, scale, and crop identification.","Multispectral"
"770","Drones (UAS) equipped with RGB and multispectral sensors were used to acquire high-resolution aerial imagery for mapping and classifying mosquito larval habitats to produce cost-efficient breeding maps.","Multispectral"
"771","UAV-acquired multispectral imagery used to retrieve and map leaf chlorophyll content (LCC) in subtropical pine forest canopies via LUT-based RTM inversion.","Multispectral"
"772","Use of multispectral imagery from an unmanned aerial system to classify and map riparian zone thematic levels (surface types, vegetation units, dominant stands, substrate types) for integrated ecological water management.","Multispectral"
"773","UAV optical imagery used to calculate percentage seagrass cover and generate training/validation data for large-scale mapping of seagrass habitats.","Multispectral"
"774","A DJI Phantom 4 Multispectral UAV was used to acquire very high-resolution multispectral imagery and generate a Digital Surface Model via Structure-from-Motion photogrammetry to map the intertidal reef footprint, assess reef topographic complexity, and identify epibiont distribution (macroalgae, mussels, oysters).","Multispectral"
"775","A drone was used to capture visible (RGB) imagery for GCC and multispectral data for NDVI to monitor post-fire vegetation recovery and quantify vegetation indices in boreal Cajander larch forests.","Multispectral"
"776","The UAV was used to acquire oblique imagery and multispectral data of a campus with a Pegasus D2000 platform equipped with a D-MSPC2000 multispectral camera and a CAM3000 aerial camera to generate a 3D model, digital orthophoto, and multispectral maps for ecological assessment of vegetation and water bodies.","Multispectral"
"777","UAV-mounted RGB and multispectral sensors were used to map microtopographical patterns, wetness gradients, and plant community distribution in aapa mires using unsupervised (K-means) and supervised (Random Forest) classification methods.","Multispectral"
"778","Drone-mounted multispectral and thermal sensors were used to capture high‐resolution imagery for vegetation indices (e.g., NDVI, red-edge chlorophyll index), morphometric assessment of channel bedforms and sinuosity, and to document groundwater‐related vegetation patterns for assessing meadow restoration benefits.","Multispectral"
"779","A DJI Mavic Pro micro-quadcopter equipped with a Parrot Sequoia multispectral camera was used to acquire very-high-resolution (~10 cm) imagery for estimating and classifying fractional vegetation components (FVC) and structural aspects of savanna vegetation via pixel- and segment-based classifiers and a height-threshold model.","Multispectral"
"780","The study uses a UAV-mounted multispectral sensor to acquire imagery for computing vegetation indices (GNDVI, PSRI, RGRI) to support detection and monitoring of invasive plant species in a protected area.","Multispectral"
"781","UAV-mounted multispectral camera used to estimate Secchi depth in inland water bodies for water quality monitoring, environmental management, and ecological modeling.","Multispectral"
"782","The UAV platform is used to collect raw geospatial and spectral data (3D point clouds, NDVI, DTM, DSM) via LiDAR, multispectral and RGB cameras for automatic assessment of ecological quality in riparian green infrastructure monitoring.","Multispectral"
"783","Drones equipped with an RGB camera and a multispectral multi-camera array were used to derive photogrammetric canopy height reconstructions and NDVI maps to relate drone-acquired observations to aboveground biomass in Arctic tundra.","Multispectral"
